Time (CET);Imports;Exports
21.03.2021 02:00 - 21.03.2021 03:00;0;581
21.03.2021 03:00 - 21.03.2021 04:00;0;801
21.03.2021 04:00 - 21.03.2021 05:00;0;683
21.03.2021 05:00 - 21.03.2021 06:00;0;826
21.03.2021 06:00 - 21.03.2021 07:00;0;2119
21.03.2021 07:00 - 21.03.2021 08:00;0;2477
21.03.2021 08:00 - 21.03.2021 09:00;0;2494
21.03.2021 09:00 - 21.03.2021 10:00;0;2852
21.03.2021 10:00 - 21.03.2021 11:00;0;2794
21.03.2021 11:00 - 21.03.2021 12:00;0;3450
21.03.2021 12:00 - 21.03.2021 13:00;0;3794
21.03.2021 13:00 - 21.03.2021 14:00;0;4034
21.03.2021 14:00 - 21.03.2021 15:00;0;4441
21.03.2021 15:00 - 21.03.2021 16:00;0;4650
21.03.2021 16:00 - 21.03.2021 17:00;0;4809
21.03.2021 17:00 - 21.03.2021 18:00;0;4840
21.03.2021 18:00 - 21.03.2021 19:00;0;3967
21.03.2021 19:00 - 21.03.2021 20:00;0;1562
21.03.2021 20:00 - 21.03.2021 21:00;723;0
21.03.2021 21:00 - 21.03.2021 22:00;352;0
21.03.2021 22:00 - 21.03.2021 23:00;220;0
21.03.2021 23:00 - 22.03.2021 00:00;0;1314
22.03.2021 00:00 - 22.03.2021 01:00;0;3887
22.03.2021 01:00 - 22.03.2021 02:00;0;3926
22.03.2021 02:00 - 22.03.2021 03:00;0;3759
22.03.2021 03:00 - 22.03.2021 04:00;0;4578
22.03.2021 04:00 - 22.03.2021 05:00;0;4377
22.03.2021 05:00 - 22.03.2021 06:00;0;4089
22.03.2021 06:00 - 22.03.2021 07:00;0;2679
22.03.2021 07:00 - 22.03.2021 08:00;323;2426
22.03.2021 08:00 - 22.03.2021 09:00;1116;2568
22.03.2021 09:00 - 22.03.2021 10:00;583;2233
22.03.2021 10:00 - 22.03.2021 11:00;0;2402
22.03.2021 11:00 - 22.03.2021 12:00;0;2354
22.03.2021 12:00 - 22.03.2021 13:00;0;2821
22.03.2021 13:00 - 22.03.2021 14:00;0;2581
22.03.2021 14:00 - 22.03.2021 15:00;0;3274
22.03.2021 15:00 - 22.03.2021 16:00;0;4233
22.03.2021 16:00 - 22.03.2021 17:00;0;3868
22.03.2021 17:00 - 22.03.2021 18:00;137;2613
22.03.2021 18:00 - 22.03.2021 19:00;771;2270
22.03.2021 19:00 - 22.03.2021 20:00;2337;2263
22.03.2021 20:00 - 22.03.2021 21:00;2407;2148
22.03.2021 21:00 - 22.03.2021 22:00;1783;606
22.03.2021 22:00 - 22.03.2021 23:00;1736;2537
22.03.2021 23:00 - 23.03.2021 00:00;1084;2638
23.03.2021 00:00 - 23.03.2021 01:00;1364;2701
23.03.2021 01:00 - 23.03.2021 02:00;2488;3617
23.03.2021 02:00 - 23.03.2021 03:00;2974;3837
23.03.2021 03:00 - 23.03.2021 04:00;3055;4053
23.03.2021 04:00 - 23.03.2021 05:00;3051;4232
23.03.2021 05:00 - 23.03.2021 06:00;2898;3579
23.03.2021 06:00 - 23.03.2021 07:00;1763;3191
23.03.2021 07:00 - 23.03.2021 08:00;3552;2735
23.03.2021 08:00 - 23.03.2021 09:00;3762;2700
23.03.2021 09:00 - 23.03.2021 10:00;2033;2698
23.03.2021 10:00 - 23.03.2021 11:00;1048;2719
23.03.2021 11:00 - 23.03.2021 12:00;1680;2585
23.03.2021 12:00 - 23.03.2021 13:00;1793;2543
23.03.2021 13:00 - 23.03.2021 14:00;2416;2492
23.03.2021 14:00 - 23.03.2021 15:00;2737;3001
23.03.2021 15:00 - 23.03.2021 16:00;2513;3473
23.03.2021 16:00 - 23.03.2021 17:00;1339;3193
23.03.2021 17:00 - 23.03.2021 18:00;803;2596
23.03.2021 18:00 - 23.03.2021 19:00;2781;2376
23.03.2021 19:00 - 23.03.2021 20:00;3784;2338
23.03.2021 20:00 - 23.03.2021 21:00;5288;2182
23.03.2021 21:00 - 23.03.2021 22:00;4774;2219
23.03.2021 22:00 - 23.03.2021 23:00;4276;2228
23.03.2021 23:00 - 24.03.2021 00:00;3830;2184
24.03.2021 00:00 - 24.03.2021 01:00;4037;2784
24.03.2021 01:00 - 24.03.2021 02:00;3845;2840
24.03.2021 02:00 - 24.03.2021 03:00;3446;2936
24.03.2021 03:00 - 24.03.2021 04:00;3533;2984
24.03.2021 04:00 - 24.03.2021 05:00;3227;3505
24.03.2021 05:00 - 24.03.2021 06:00;2982;3468
24.03.2021 06:00 - 24.03.2021 07:00;2769;3478
24.03.2021 07:00 - 24.03.2021 08:00;3628;2849
24.03.2021 08:00 - 24.03.2021 09:00;3973;2909
24.03.2021 09:00 - 24.03.2021 10:00;3134;2895
24.03.2021 10:00 - 24.03.2021 11:00;2833;2853
24.03.2021 11:00 - 24.03.2021 12:00;3807;2726
24.03.2021 12:00 - 24.03.2021 13:00;3663;2738
24.03.2021 13:00 - 24.03.2021 14:00;3412;2676
24.03.2021 14:00 - 24.03.2021 15:00;3194;2761
24.03.2021 15:00 - 24.03.2021 16:00;2886;3119
24.03.2021 16:00 - 24.03.2021 17:00;2820;3276
24.03.2021 17:00 - 24.03.2021 18:00;1154;2909
24.03.2021 18:00 - 24.03.2021 19:00;2791;2845
24.03.2021 19:00 - 24.03.2021 20:00;3897;2633
24.03.2021 20:00 - 24.03.2021 21:00;5545;2565
24.03.2021 21:00 - 24.03.2021 22:00;5132;1484
24.03.2021 22:00 - 24.03.2021 23:00;4111;2083
24.03.2021 23:00 - 25.03.2021 00:00;3329;1743
25.03.2021 00:00 - 25.03.2021 01:00;3140;2394
25.03.2021 01:00 - 25.03.2021 02:00;3030;3947
25.03.2021 02:00 - 25.03.2021 03:00;3103;4066
25.03.2021 03:00 - 25.03.2021 04:00;3059;3990
25.03.2021 04:00 - 25.03.2021 05:00;3211;3977
25.03.2021 05:00 - 25.03.2021 06:00;2911;3583
25.03.2021 06:00 - 25.03.2021 07:00;1807;2477
25.03.2021 07:00 - 25.03.2021 08:00;3209;2386
25.03.2021 08:00 - 25.03.2021 09:00;4208;2296
25.03.2021 09:00 - 25.03.2021 10:00;2720;2023
25.03.2021 10:00 - 25.03.2021 11:00;2389;2095
25.03.2021 11:00 - 25.03.2021 12:00;2429;2114
25.03.2021 12:00 - 25.03.2021 13:00;2751;2043
25.03.2021 13:00 - 25.03.2021 14:00;2364;2068
25.03.2021 14:00 - 25.03.2021 15:00;2636;2674
25.03.2021 15:00 - 25.03.2021 16:00;2487;3499
25.03.2021 16:00 - 25.03.2021 17:00;2733;3701
25.03.2021 17:00 - 25.03.2021 18:00;1210;2573
25.03.2021 18:00 - 25.03.2021 19:00;3000;1267
25.03.2021 19:00 - 25.03.2021 20:00;3444;0
25.03.2021 20:00 - 25.03.2021 21:00;5548;0
25.03.2021 21:00 - 25.03.2021 22:00;5470;0
25.03.2021 22:00 - 25.03.2021 23:00;4147;0
25.03.2021 23:00 - 26.03.2021 00:00;3328;0
26.03.2021 00:00 - 26.03.2021 01:00;3479;0
26.03.2021 01:00 - 26.03.2021 02:00;2981;341
26.03.2021 02:00 - 26.03.2021 03:00;3088;259
26.03.2021 03:00 - 26.03.2021 04:00;2855;230
26.03.2021 04:00 - 26.03.2021 05:00;2895;170
26.03.2021 05:00 - 26.03.2021 06:00;2922;22
26.03.2021 06:00 - 26.03.2021 07:00;2934;0
26.03.2021 07:00 - 26.03.2021 08:00;3421;350
26.03.2021 08:00 - 26.03.2021 09:00;4209;0
26.03.2021 09:00 - 26.03.2021 10:00;2961;0
26.03.2021 10:00 - 26.03.2021 11:00;2754;601
26.03.2021 11:00 - 26.03.2021 12:00;2645;1041
26.03.2021 12:00 - 26.03.2021 13:00;2631;884
26.03.2021 13:00 - 26.03.2021 14:00;2646;435
26.03.2021 14:00 - 26.03.2021 15:00;2844;939
26.03.2021 15:00 - 26.03.2021 16:00;2865;1013
26.03.2021 16:00 - 26.03.2021 17:00;2149;742
26.03.2021 17:00 - 26.03.2021 18:00;1260;286
26.03.2021 18:00 - 26.03.2021 19:00;997;0
26.03.2021 19:00 - 26.03.2021 20:00;2789;0
26.03.2021 20:00 - 26.03.2021 21:00;3270;0
26.03.2021 21:00 - 26.03.2021 22:00;3516;118
26.03.2021 22:00 - 26.03.2021 23:00;3294;786
26.03.2021 23:00 - 27.03.2021 00:00;3071;1102
27.03.2021 00:00 - 27.03.2021 01:00;2101;951
27.03.2021 01:00 - 27.03.2021 02:00;2327;1282
27.03.2021 02:00 - 27.03.2021 03:00;2322;1120
27.03.2021 03:00 - 27.03.2021 04:00;2371;1816
27.03.2021 04:00 - 27.03.2021 05:00;2451;1795
27.03.2021 05:00 - 27.03.2021 06:00;2470;2306
27.03.2021 06:00 - 27.03.2021 07:00;2872;2369
27.03.2021 07:00 - 27.03.2021 08:00;2843;3373
27.03.2021 08:00 - 27.03.2021 09:00;3021;2039
27.03.2021 09:00 - 27.03.2021 10:00;3078;1634
27.03.2021 10:00 - 27.03.2021 11:00;3221;1677
27.03.2021 11:00 - 27.03.2021 12:00;3113;1896
27.03.2021 12:00 - 27.03.2021 13:00;1953;1612
27.03.2021 13:00 - 27.03.2021 14:00;3166;3639
27.03.2021 14:00 - 27.03.2021 15:00;3138;3678
27.03.2021 15:00 - 27.03.2021 16:00;3138;5453
27.03.2021 16:00 - 27.03.2021 17:00;2791;5279
27.03.2021 17:00 - 27.03.2021 18:00;1659;3936
27.03.2021 18:00 - 27.03.2021 19:00;48;2097
27.03.2021 19:00 - 27.03.2021 20:00;1191;11
27.03.2021 20:00 - 27.03.2021 21:00;2885;0
27.03.2021 21:00 - 27.03.2021 22:00;4278;0
27.03.2021 22:00 - 27.03.2021 23:00;3959;0
27.03.2021 23:00 - 28.03.2021 00:00;3471;941
28.03.2021 00:00 - 28.03.2021 01:00;2943;925
28.03.2021 01:00 - 28.03.2021 02:00;2257;1798
28.03.2021 02:00 - 28.03.2021 03:00;0;1222
28.03.2021 03:00 - 28.03.2021 04:00;1571;2620
28.03.2021 04:00 - 28.03.2021 05:00;1912;2229
28.03.2021 05:00 - 28.03.2021 06:00;1965;1612
28.03.2021 06:00 - 28.03.2021 07:00;2728;1313
28.03.2021 07:00 - 28.03.2021 08:00;2706;2724
28.03.2021 08:00 - 28.03.2021 09:00;2566;2245
28.03.2021 09:00 - 28.03.2021 10:00;2995;2198
28.03.2021 10:00 - 28.03.2021 11:00;3134;2268
28.03.2021 11:00 - 28.03.2021 12:00;3249;3365
28.03.2021 12:00 - 28.03.2021 13:00;2812;2797
28.03.2021 13:00 - 28.03.2021 14:00;3075;2591
28.03.2021 14:00 - 28.03.2021 15:00;3055;2851
28.03.2021 15:00 - 28.03.2021 16:00;2944;3456
28.03.2021 16:00 - 28.03.2021 17:00;2781;3792
28.03.2021 17:00 - 28.03.2021 18:00;2833;4903
28.03.2021 18:00 - 28.03.2021 19:00;229;3470
28.03.2021 19:00 - 28.03.2021 20:00;0;1620
28.03.2021 20:00 - 28.03.2021 21:00;241;0
28.03.2021 21:00 - 28.03.2021 22:00;2102;0
28.03.2021 22:00 - 28.03.2021 23:00;1690;351
28.03.2021 23:00 - 29.03.2021 00:00;2020;1903
29.03.2021 00:00 - 29.03.2021 01:00;2895;3198
29.03.2021 01:00 - 29.03.2021 02:00;2768;3731
29.03.2021 02:00 - 29.03.2021 03:00;2622;3272
29.03.2021 03:00 - 29.03.2021 04:00;2715;2207
29.03.2021 04:00 - 29.03.2021 05:00;2632;1966
29.03.2021 05:00 - 29.03.2021 06:00;2674;943
29.03.2021 06:00 - 29.03.2021 07:00;2122;860
29.03.2021 07:00 - 29.03.2021 08:00;2241;1105
29.03.2021 08:00 - 29.03.2021 09:00;2577;1516
29.03.2021 09:00 - 29.03.2021 10:00;2464;810
29.03.2021 10:00 - 29.03.2021 11:00;1566;17
29.03.2021 11:00 - 29.03.2021 12:00;1831;0
29.03.2021 12:00 - 29.03.2021 13:00;792;394
29.03.2021 13:00 - 29.03.2021 14:00;2130;1718
29.03.2021 14:00 - 29.03.2021 15:00;2773;2384
29.03.2021 15:00 - 29.03.2021 16:00;2681;3792
29.03.2021 16:00 - 29.03.2021 17:00;2409;3751
29.03.2021 17:00 - 29.03.2021 18:00;0;5910
29.03.2021 18:00 - 29.03.2021 19:00;0;4902
29.03.2021 19:00 - 29.03.2021 20:00;0;2930
29.03.2021 20:00 - 29.03.2021 21:00;110;481
29.03.2021 21:00 - 29.03.2021 22:00;0;15
29.03.2021 22:00 - 29.03.2021 23:00;0;3014
29.03.2021 23:00 - 30.03.2021 00:00;379;3519
30.03.2021 00:00 - 30.03.2021 01:00;2384;4664
30.03.2021 01:00 - 30.03.2021 02:00;1746;4765
30.03.2021 02:00 - 30.03.2021 03:00;1413;4679
30.03.2021 03:00 - 30.03.2021 04:00;1820;4589
30.03.2021 04:00 - 30.03.2021 05:00;2076;4832
30.03.2021 05:00 - 30.03.2021 06:00;1990;4155
30.03.2021 06:00 - 30.03.2021 07:00;500;2677
30.03.2021 07:00 - 30.03.2021 08:00;656;2736
30.03.2021 08:00 - 30.03.2021 09:00;1249;2774
30.03.2021 09:00 - 30.03.2021 10:00;1037;2705
30.03.2021 10:00 - 30.03.2021 11:00;2183;2904
30.03.2021 11:00 - 30.03.2021 12:00;2367;4331
30.03.2021 12:00 - 30.03.2021 13:00;2175;4386
30.03.2021 13:00 - 30.03.2021 14:00;2961;4150
30.03.2021 14:00 - 30.03.2021 15:00;2822;4477
30.03.2021 15:00 - 30.03.2021 16:00;1857;4650
30.03.2021 16:00 - 30.03.2021 17:00;691;4835
30.03.2021 17:00 - 30.03.2021 18:00;0;3699
30.03.2021 18:00 - 30.03.2021 19:00;150;2594
30.03.2021 19:00 - 30.03.2021 20:00;798;2498
30.03.2021 20:00 - 30.03.2021 21:00;2004;2502
30.03.2021 21:00 - 30.03.2021 22:00;1610;2536
30.03.2021 22:00 - 30.03.2021 23:00;1251;2541
30.03.2021 23:00 - 31.03.2021 00:00;764;2678
31.03.2021 00:00 - 31.03.2021 01:00;1533;2800
31.03.2021 01:00 - 31.03.2021 02:00;2009;3332
31.03.2021 02:00 - 31.03.2021 03:00;1436;3883
31.03.2021 03:00 - 31.03.2021 04:00;1338;4190
31.03.2021 04:00 - 31.03.2021 05:00;1561;4104
31.03.2021 05:00 - 31.03.2021 06:00;960;3103
31.03.2021 06:00 - 31.03.2021 07:00;1240;3012
31.03.2021 07:00 - 31.03.2021 08:00;2080;3010
31.03.2021 08:00 - 31.03.2021 09:00;2367;3009
31.03.2021 09:00 - 31.03.2021 10:00;2071;2978
31.03.2021 10:00 - 31.03.2021 11:00;2063;2796
31.03.2021 11:00 - 31.03.2021 12:00;2104;3111
31.03.2021 12:00 - 31.03.2021 13:00;2025;3566
31.03.2021 13:00 - 31.03.2021 14:00;1521;3544
31.03.2021 14:00 - 31.03.2021 15:00;0;3695
31.03.2021 15:00 - 31.03.2021 16:00;0;4059
31.03.2021 16:00 - 31.03.2021 17:00;0;4137
31.03.2021 17:00 - 31.03.2021 18:00;0;4057
31.03.2021 18:00 - 31.03.2021 19:00;0;2911
31.03.2021 19:00 - 31.03.2021 20:00;87;2422
31.03.2021 20:00 - 31.03.2021 21:00;870;2293
31.03.2021 21:00 - 31.03.2021 22:00;1079;2428
31.03.2021 22:00 - 31.03.2021 23:00;436;2413
31.03.2021 23:00 - 01.04.2021 00:00;0;2966
01.04.2021 00:00 - 01.04.2021 01:00;286;2890
01.04.2021 01:00 - 01.04.2021 02:00;0;3139
01.04.2021 02:00 - 01.04.2021 03:00;0;3284
01.04.2021 03:00 - 01.04.2021 04:00;0;3540
01.04.2021 04:00 - 01.04.2021 05:00;0;3607
01.04.2021 05:00 - 01.04.2021 06:00;0;3713
01.04.2021 06:00 - 01.04.2021 07:00;0;2208
01.04.2021 07:00 - 01.04.2021 08:00;0;1807
01.04.2021 08:00 - 01.04.2021 09:00;870;1927
01.04.2021 09:00 - 01.04.2021 10:00;642;1931
01.04.2021 10:00 - 01.04.2021 11:00;0;2149
01.04.2021 11:00 - 01.04.2021 12:00;0;1974
01.04.2021 12:00 - 01.04.2021 13:00;129;3417
01.04.2021 13:00 - 01.04.2021 14:00;1159;3553
01.04.2021 14:00 - 01.04.2021 15:00;1675;4063
01.04.2021 15:00 - 01.04.2021 16:00;2196;5494
01.04.2021 16:00 - 01.04.2021 17:00;1488;5040
01.04.2021 17:00 - 01.04.2021 18:00;869;4328
01.04.2021 18:00 - 01.04.2021 19:00;503;4239
01.04.2021 19:00 - 01.04.2021 20:00;1026;3834
01.04.2021 20:00 - 01.04.2021 21:00;1760;3021
01.04.2021 21:00 - 01.04.2021 22:00;3121;2847
01.04.2021 22:00 - 01.04.2021 23:00;3170;3447
01.04.2021 23:00 - 02.04.2021 00:00;2964;3855
02.04.2021 00:00 - 02.04.2021 01:00;2739;4665
02.04.2021 01:00 - 02.04.2021 02:00;2627;4812
02.04.2021 02:00 - 02.04.2021 03:00;2440;4970
02.04.2021 03:00 - 02.04.2021 04:00;2173;4731
02.04.2021 04:00 - 02.04.2021 05:00;2152;4484
02.04.2021 05:00 - 02.04.2021 06:00;2238;4453
02.04.2021 06:00 - 02.04.2021 07:00;2103;3288
02.04.2021 07:00 - 02.04.2021 08:00;0;2430
02.04.2021 08:00 - 02.04.2021 09:00;0;2307
02.04.2021 09:00 - 02.04.2021 10:00;1871;3027
02.04.2021 10:00 - 02.04.2021 11:00;2542;3508
02.04.2021 11:00 - 02.04.2021 12:00;2349;3725
02.04.2021 12:00 - 02.04.2021 13:00;2484;4220
02.04.2021 13:00 - 02.04.2021 14:00;2452;4737
02.04.2021 14:00 - 02.04.2021 15:00;2321;5508
02.04.2021 15:00 - 02.04.2021 16:00;2124;5830
02.04.2021 16:00 - 02.04.2021 17:00;2169;5728
02.04.2021 17:00 - 02.04.2021 18:00;2127;5573
02.04.2021 18:00 - 02.04.2021 19:00;1149;4363
02.04.2021 19:00 - 02.04.2021 20:00;1099;3250
02.04.2021 20:00 - 02.04.2021 21:00;2623;3604
02.04.2021 21:00 - 02.04.2021 22:00;2617;3576
02.04.2021 22:00 - 02.04.2021 23:00;2614;3721
02.04.2021 23:00 - 03.04.2021 00:00;2524;3146
03.04.2021 00:00 - 03.04.2021 01:00;2033;3340
03.04.2021 01:00 - 03.04.2021 02:00;2452;4741
03.04.2021 02:00 - 03.04.2021 03:00;2395;5009
03.04.2021 03:00 - 03.04.2021 04:00;2533;4969
03.04.2021 04:00 - 03.04.2021 05:00;2467;4441
03.04.2021 05:00 - 03.04.2021 06:00;1942;5570
03.04.2021 06:00 - 03.04.2021 07:00;0;3716
03.04.2021 07:00 - 03.04.2021 08:00;0;3058
03.04.2021 08:00 - 03.04.2021 09:00;0;2159
03.04.2021 09:00 - 03.04.2021 10:00;0;2737
03.04.2021 10:00 - 03.04.2021 11:00;107;3442
03.04.2021 11:00 - 03.04.2021 12:00;2272;4701
03.04.2021 12:00 - 03.04.2021 13:00;2271;5418
03.04.2021 13:00 - 03.04.2021 14:00;2558;5454
03.04.2021 14:00 - 03.04.2021 15:00;2360;5393
03.04.2021 15:00 - 03.04.2021 16:00;732;5681
03.04.2021 16:00 - 03.04.2021 17:00;0;4988
03.04.2021 17:00 - 03.04.2021 18:00;0;6123
03.04.2021 18:00 - 03.04.2021 19:00;0;4114
03.04.2021 19:00 - 03.04.2021 20:00;0;2489
03.04.2021 20:00 - 03.04.2021 21:00;0;1208
03.04.2021 21:00 - 03.04.2021 22:00;115;1191
03.04.2021 22:00 - 03.04.2021 23:00;0;1191
03.04.2021 23:00 - 04.04.2021 00:00;0;1015
04.04.2021 00:00 - 04.04.2021 01:00;0;1399
04.04.2021 01:00 - 04.04.2021 02:00;0;2120
04.04.2021 02:00 - 04.04.2021 03:00;0;2278
04.04.2021 03:00 - 04.04.2021 04:00;0;2429
04.04.2021 04:00 - 04.04.2021 05:00;0;2474
04.04.2021 05:00 - 04.04.2021 06:00;0;1671
04.04.2021 06:00 - 04.04.2021 07:00;0;1305
04.04.2021 07:00 - 04.04.2021 08:00;0;1074
04.04.2021 08:00 - 04.04.2021 09:00;0;844
04.04.2021 09:00 - 04.04.2021 10:00;0;1020
04.04.2021 10:00 - 04.04.2021 11:00;0;2456
04.04.2021 11:00 - 04.04.2021 12:00;0;2745
04.04.2021 12:00 - 04.04.2021 13:00;184;3592
04.04.2021 13:00 - 04.04.2021 14:00;2411;3668
04.04.2021 14:00 - 04.04.2021 15:00;2835;3316
04.04.2021 15:00 - 04.04.2021 16:00;2980;4495
04.04.2021 16:00 - 04.04.2021 17:00;2960;5748
04.04.2021 17:00 - 04.04.2021 18:00;1771;5860
04.04.2021 18:00 - 04.04.2021 19:00;1267;5613
04.04.2021 19:00 - 04.04.2021 20:00;1184;2112
04.04.2021 20:00 - 04.04.2021 21:00;2803;855
04.04.2021 21:00 - 04.04.2021 22:00;2722;442
04.04.2021 22:00 - 04.04.2021 23:00;2619;1292
04.04.2021 23:00 - 05.04.2021 00:00;2346;2166
05.04.2021 00:00 - 05.04.2021 01:00;2872;1763
05.04.2021 01:00 - 05.04.2021 02:00;2838;1974
05.04.2021 02:00 - 05.04.2021 03:00;2847;2521
05.04.2021 03:00 - 05.04.2021 04:00;2807;2228
05.04.2021 04:00 - 05.04.2021 05:00;2606;2038
05.04.2021 05:00 - 05.04.2021 06:00;2581;1572
05.04.2021 06:00 - 05.04.2021 07:00;2623;1398
05.04.2021 07:00 - 05.04.2021 08:00;2964;2070
05.04.2021 08:00 - 05.04.2021 09:00;2920;1004
05.04.2021 09:00 - 05.04.2021 10:00;2842;863
05.04.2021 10:00 - 05.04.2021 11:00;2801;1166
05.04.2021 11:00 - 05.04.2021 12:00;2625;1318
05.04.2021 12:00 - 05.04.2021 13:00;2600;2134
05.04.2021 13:00 - 05.04.2021 14:00;2732;2025
05.04.2021 14:00 - 05.04.2021 15:00;2597;2454
05.04.2021 15:00 - 05.04.2021 16:00;2575;3717
05.04.2021 16:00 - 05.04.2021 17:00;2316;5028
05.04.2021 17:00 - 05.04.2021 18:00;2289;5528
05.04.2021 18:00 - 05.04.2021 19:00;2124;4694
05.04.2021 19:00 - 05.04.2021 20:00;2383;1683
05.04.2021 20:00 - 05.04.2021 21:00;2524;206
05.04.2021 21:00 - 05.04.2021 22:00;1888;41
05.04.2021 22:00 - 05.04.2021 23:00;499;716
05.04.2021 23:00 - 06.04.2021 00:00;0;2235
06.04.2021 00:00 - 06.04.2021 01:00;0;3386
06.04.2021 01:00 - 06.04.2021 02:00;978;5236
06.04.2021 02:00 - 06.04.2021 03:00;558;5297
06.04.2021 03:00 - 06.04.2021 04:00;477;5250
06.04.2021 04:00 - 06.04.2021 05:00;1260;5363
06.04.2021 05:00 - 06.04.2021 06:00;366;5062
06.04.2021 06:00 - 06.04.2021 07:00;0;3097
06.04.2021 07:00 - 06.04.2021 08:00;545;2243
06.04.2021 08:00 - 06.04.2021 09:00;536;2277
06.04.2021 09:00 - 06.04.2021 10:00;0;2721
06.04.2021 10:00 - 06.04.2021 11:00;0;3122
06.04.2021 11:00 - 06.04.2021 12:00;0;3605
06.04.2021 12:00 - 06.04.2021 13:00;0;4103
06.04.2021 13:00 - 06.04.2021 14:00;0;4368
06.04.2021 14:00 - 06.04.2021 15:00;0;5252
06.04.2021 15:00 - 06.04.2021 16:00;0;5532
06.04.2021 16:00 - 06.04.2021 17:00;0;5718
06.04.2021 17:00 - 06.04.2021 18:00;0;5119
06.04.2021 18:00 - 06.04.2021 19:00;0;4108
06.04.2021 19:00 - 06.04.2021 20:00;0;2777
06.04.2021 20:00 - 06.04.2021 21:00;127;0
06.04.2021 21:00 - 06.04.2021 22:00;1097;0
06.04.2021 22:00 - 06.04.2021 23:00;66;0
06.04.2021 23:00 - 07.04.2021 00:00;0;406
07.04.2021 00:00 - 07.04.2021 01:00;0;1760
07.04.2021 01:00 - 07.04.2021 02:00;0;1952
07.04.2021 02:00 - 07.04.2021 03:00;0;1857
07.04.2021 03:00 - 07.04.2021 04:00;0;1554
07.04.2021 04:00 - 07.04.2021 05:00;0;1300
07.04.2021 05:00 - 07.04.2021 06:00;0;889
07.04.2021 06:00 - 07.04.2021 07:00;0;424
07.04.2021 07:00 - 07.04.2021 08:00;201;0
07.04.2021 08:00 - 07.04.2021 09:00;1349;1458
07.04.2021 09:00 - 07.04.2021 10:00;956;2771
07.04.2021 10:00 - 07.04.2021 11:00;318;2821
07.04.2021 11:00 - 07.04.2021 12:00;201;2368
07.04.2021 12:00 - 07.04.2021 13:00;276;2389
07.04.2021 13:00 - 07.04.2021 14:00;0;2521
07.04.2021 14:00 - 07.04.2021 15:00;326;3088
07.04.2021 15:00 - 07.04.2021 16:00;567;3570
07.04.2021 16:00 - 07.04.2021 17:00;1009;4180
07.04.2021 17:00 - 07.04.2021 18:00;265;4017
07.04.2021 18:00 - 07.04.2021 19:00;0;2962
07.04.2021 19:00 - 07.04.2021 20:00;255;2380
07.04.2021 20:00 - 07.04.2021 21:00;1848;2430
07.04.2021 21:00 - 07.04.2021 22:00;2517;2416
07.04.2021 22:00 - 07.04.2021 23:00;1472;2471
07.04.2021 23:00 - 08.04.2021 00:00;491;2419
08.04.2021 00:00 - 08.04.2021 01:00;937;2852
08.04.2021 01:00 - 08.04.2021 02:00;0;3118
08.04.2021 02:00 - 08.04.2021 03:00;0;2926
08.04.2021 03:00 - 08.04.2021 04:00;0;3385
08.04.2021 04:00 - 08.04.2021 05:00;0;3215
08.04.2021 05:00 - 08.04.2021 06:00;0;2915
08.04.2021 06:00 - 08.04.2021 07:00;843;2028
08.04.2021 07:00 - 08.04.2021 08:00;2565;1817
08.04.2021 08:00 - 08.04.2021 09:00;2684;1858
08.04.2021 09:00 - 08.04.2021 10:00;2627;1804
08.04.2021 10:00 - 08.04.2021 11:00;1904;1912
08.04.2021 11:00 - 08.04.2021 12:00;1642;1677
08.04.2021 12:00 - 08.04.2021 13:00;1978;1584
08.04.2021 13:00 - 08.04.2021 14:00;1387;1524
08.04.2021 14:00 - 08.04.2021 15:00;679;1553
08.04.2021 15:00 - 08.04.2021 16:00;573;2090
08.04.2021 16:00 - 08.04.2021 17:00;853;2316
08.04.2021 17:00 - 08.04.2021 18:00;0;2264
08.04.2021 18:00 - 08.04.2021 19:00;644;2005
08.04.2021 19:00 - 08.04.2021 20:00;1603;1975
08.04.2021 20:00 - 08.04.2021 21:00;2847;1962
08.04.2021 21:00 - 08.04.2021 22:00;2517;2046
08.04.2021 22:00 - 08.04.2021 23:00;1500;2224
08.04.2021 23:00 - 09.04.2021 00:00;0;2400
09.04.2021 00:00 - 09.04.2021 01:00;841;2479
09.04.2021 01:00 - 09.04.2021 02:00;122;2352
09.04.2021 02:00 - 09.04.2021 03:00;0;2124
09.04.2021 03:00 - 09.04.2021 04:00;19;2150
09.04.2021 04:00 - 09.04.2021 05:00;185;2258
09.04.2021 05:00 - 09.04.2021 06:00;496;2037
09.04.2021 06:00 - 09.04.2021 07:00;1877;1874
09.04.2021 07:00 - 09.04.2021 08:00;2573;1360
09.04.2021 08:00 - 09.04.2021 09:00;2661;1339
09.04.2021 09:00 - 09.04.2021 10:00;2671;1096
09.04.2021 10:00 - 09.04.2021 11:00;2567;822
09.04.2021 11:00 - 09.04.2021 12:00;2314;777
09.04.2021 12:00 - 09.04.2021 13:00;799;829
09.04.2021 13:00 - 09.04.2021 14:00;1198;949
09.04.2021 14:00 - 09.04.2021 15:00;728;1145
09.04.2021 15:00 - 09.04.2021 16:00;824;2105
09.04.2021 16:00 - 09.04.2021 17:00;1613;2365
09.04.2021 17:00 - 09.04.2021 18:00;466;1799
09.04.2021 18:00 - 09.04.2021 19:00;99;1033
09.04.2021 19:00 - 09.04.2021 20:00;2273;888
