Time (CET);Demand;Imports;Exports;Price;Hydro;Nuclear;Other renewable;Solar;Wind
16.04.2021 11:00 - 16.04.2021 12:00;31885;0;1616;72.01;3859;5541;111;7435;8995
16.04.2021 12:00 - 16.04.2021 13:00;31791;0;1681;69.7;3300;5600;112;8728;8954
16.04.2021 13:00 - 16.04.2021 14:00;31292;0;3107;62.36;3261;5670;112;8893;8933
16.04.2021 14:00 - 16.04.2021 15:00;30565;0;3325;60.57;3261;5729;114;8651;9120
16.04.2021 15:00 - 16.04.2021 16:00;29550;0;4055;59;3554;5775;111;8334;9358
16.04.2021 16:00 - 16.04.2021 17:00;28919;0;4796;53.66;3050;5807;113;7814;9891
16.04.2021 17:00 - 16.04.2021 18:00;28688;0;4010;57.94;2681;5838;109;7003;10648
16.04.2021 18:00 - 16.04.2021 19:00;28462;0;3613;64.99;2684;5870;110;6100;10828
16.04.2021 19:00 - 16.04.2021 20:00;28798;0;791;71.07;4098;5899;114;3841;10574
16.04.2021 20:00 - 16.04.2021 21:00;30234;800;0;78.52;5808;5928;114;1119;10861
16.04.2021 21:00 - 16.04.2021 22:00;31709;1483;0;80;5713;5956;110;395;11189
16.04.2021 22:00 - 16.04.2021 23:00;29369;0;76;73.94;5641;5986;104;312;11122
16.04.2021 23:00 - 17.04.2021 00:00;27018;0;1759;73.45;4542;6015;103;240;10687
17.04.2021 00:00 - 17.04.2021 01:00;25287;0;745;72.04;3923;6045;101;228;10149
17.04.2021 01:00 - 17.04.2021 02:00;23562;0;1733;65.99;2786;5972;102;160;9832
17.04.2021 02:00 - 17.04.2021 03:00;22457;0;1961;63.66;3137;5768;103;135;9525
17.04.2021 03:00 - 17.04.2021 04:00;21982;0;1007;60.75;2454;5597;103;96;9234
17.04.2021 04:00 - 17.04.2021 05:00;21859;0;70;58.4;2549;5567;102;43;8626
17.04.2021 05:00 - 17.04.2021 06:00;21646;94;558;59.17;2879;5609;100;43;8221
17.04.2021 06:00 - 17.04.2021 07:00;22148;423;1287;65.57;3625;5607;96;41;8165
17.04.2021 07:00 - 17.04.2021 08:00;22957;722;312;68.2;3108;5620;97;54;8222
17.04.2021 08:00 - 17.04.2021 09:00;24468;1133;0;73.45;3908;5641;102;1369;8020
17.04.2021 09:00 - 17.04.2021 10:00;26820;674;595;72.94;3064;5664;102;4392;8211
17.04.2021 10:00 - 17.04.2021 11:00;28152;0;2502;62.58;2917;5684;100;7053;8285
17.04.2021 11:00 - 17.04.2021 12:00;28288;0;3323;60.57;2387;5705;104;8579;8012
17.04.2021 12:00 - 17.04.2021 13:00;28160;0;3495;62.36;2207;5727;105;9958;7870
17.04.2021 13:00 - 17.04.2021 14:00;28136;366;4520;55.77;2721;5746;104;10417;7881
17.04.2021 14:00 - 17.04.2021 15:00;27669;1522;5758;52.07;3621;5767;104;10506;8115
17.04.2021 15:00 - 17.04.2021 16:00;26330;1107;5845;50.77;3732;5789;103;10398;8329
17.04.2021 16:00 - 17.04.2021 17:00;25241;0;5691;50.72;3353;5809;108;10141;8670
17.04.2021 17:00 - 17.04.2021 18:00;24794;0;4888;53.49;2721;5827;107;9256;9254
17.04.2021 18:00 - 17.04.2021 19:00;24626;0;3694;59.98;2893;5849;108;7854;9601
17.04.2021 19:00 - 17.04.2021 20:00;25015;0;2217;68.01;4061;5874;109;4689;9622
17.04.2021 20:00 - 17.04.2021 21:00;26366;675;286;78.47;4583;5905;108;1560;9324
17.04.2021 21:00 - 17.04.2021 22:00;28751;450;577;77.59;5374;5926;106;645;9259
17.04.2021 22:00 - 17.04.2021 23:00;27442;0;1672;75.63;5783;5944;101;560;9087
17.04.2021 23:00 - 18.04.2021 00:00;25400;0;2330;72.34;4956;5968;101;518;8839
18.04.2021 00:00 - 18.04.2021 01:00;23424;0;3688;72.81;3829;5985;99;472;8911
18.04.2021 01:00 - 18.04.2021 02:00;21812;168;4107;65.53;2336;6002;100;470;8922
18.04.2021 02:00 - 18.04.2021 03:00;20766;121;4305;64.77;2149;6033;100;469;8781
18.04.2021 03:00 - 18.04.2021 04:00;20286;573;4446;62.1;2469;6057;97;445;8333
18.04.2021 04:00 - 18.04.2021 05:00;20039;935;4347;61.02;2748;6076;96;333;7709
18.04.2021 05:00 - 18.04.2021 06:00;19890;461;3985;60.57;2559;6085;96;190;7228
18.04.2021 06:00 - 18.04.2021 07:00;20229;702;3659;60.54;2272;6090;96;64;6447
18.04.2021 07:00 - 18.04.2021 08:00;20460;711;2873;62.62;2216;6090;94;92;6108
18.04.2021 08:00 - 18.04.2021 09:00;21190;559;2605;64.52;2197;6088;97;1518;5460
18.04.2021 09:00 - 18.04.2021 10:00;23175;0;2965;63.57;2353;6088;103;5060;4716
18.04.2021 10:00 - 18.04.2021 11:00;24785;247;3523;60.01;2091;6089;105;8287;4248
18.04.2021 11:00 - 18.04.2021 12:00;25537;1118;3828;59.35;2313;6088;104;9904;3563
18.04.2021 12:00 - 18.04.2021 13:00;25616;767;4009;59.87;2454;6087;103;10698;3069
18.04.2021 13:00 - 18.04.2021 14:00;25841;1994;4816;54.89;2583;6086;100;10888;2828
18.04.2021 14:00 - 18.04.2021 15:00;25507;1944;5750;54.22;2783;6085;99;10827;2840
18.04.2021 15:00 - 18.04.2021 16:00;24136;1985;6241;51.35;3085;6084;101;10529;2961
18.04.2021 16:00 - 18.04.2021 17:00;23209;1934;6074;51.34;3696;6084;102;9807;2945
18.04.2021 17:00 - 18.04.2021 18:00;22810;0;4855;54.55;3258;6084;101;8583;3111
18.04.2021 18:00 - 18.04.2021 19:00;22932;0;3919;64.99;3370;6079;101;6689;3584
18.04.2021 19:00 - 18.04.2021 20:00;23830;0;205;76.08;5387;6082;105;3812;3648
18.04.2021 20:00 - 18.04.2021 21:00;25817;921;0;80.93;6318;6081;103;1270;3333
18.04.2021 21:00 - 18.04.2021 22:00;28092;3613;0;82.51;6332;6079;101;608;3136
18.04.2021 22:00 - 18.04.2021 23:00;26979;2785;0;80.49;6028;6081;99;583;2745
18.04.2021 23:00 - 19.04.2021 00:00;25052;2350;961;80.31;5004;6081;97;582;2570
19.04.2021 00:00 - 19.04.2021 01:00;23149;2693;3490;81.57;4315;6082;97;545;2632
19.04.2021 01:00 - 19.04.2021 02:00;21820;2699;4053;80.18;3749;6080;95;520;2816
19.04.2021 02:00 - 19.04.2021 03:00;21098;2510;4166;76.57;3374;6082;96;434;2940
19.04.2021 03:00 - 19.04.2021 04:00;20759;2462;4267;72.07;3141;6083;93;310;3135
19.04.2021 04:00 - 19.04.2021 05:00;20941;2448;4042;69.07;2975;6078;93;189;3292
19.04.2021 05:00 - 19.04.2021 06:00;21590;1960;3605;70.36;3832;6081;95;95;3260
19.04.2021 06:00 - 19.04.2021 07:00;24598;1408;1861;84.9;5173;6082;98;51;3099
19.04.2021 07:00 - 19.04.2021 08:00;27983;2201;1485;85;6142;6084;94;81;2914
19.04.2021 08:00 - 19.04.2021 09:00;30442;3070;1263;87.5;6818;6087;100;1180;2433
19.04.2021 09:00 - 19.04.2021 10:00;31538;2525;1530;86.01;6873;6087;106;3261;1729
19.04.2021 10:00 - 19.04.2021 11:00;31991;2508;1469;84.51;6200;6089;107;4833;1310
19.04.2021 11:00 - 19.04.2021 12:00;31892;1963;1489;83.51;5500;6086;104;6115;1350
19.04.2021 12:00 - 19.04.2021 13:00;31741;778;1913;80.72;4703;6085;107;7340;1526
19.04.2021 13:00 - 19.04.2021 14:00;31425;1474;2583;78.04;3569;6081;108;8186;1719
19.04.2021 14:00 - 19.04.2021 15:00;30543;1615;2707;74;3383;6082;107;8204;2075
19.04.2021 15:00 - 19.04.2021 16:00;29424;1973;2996;69.07;3215;6082;107;7941;2674
19.04.2021 16:00 - 19.04.2021 17:00;29063;1168;3042;65.16;2295;6080;109;7235;3221
19.04.2021 17:00 - 19.04.2021 18:00;28613;0;2385;70.02;3327;6076;106;6403;3544
19.04.2021 18:00 - 19.04.2021 19:00;28668;1352;2262;79.05;4224;6074;107;4708;3612
19.04.2021 19:00 - 19.04.2021 20:00;29352;2854;1871;81.57;5895;6073;109;2330;3217
19.04.2021 20:00 - 19.04.2021 21:00;30794;3546;1987;85.59;7471;6072;108;683;3038
19.04.2021 21:00 - 19.04.2021 22:00;32029;3768;1979;89.5;7653;6076;105;194;3210
19.04.2021 22:00 - 19.04.2021 23:00;29298;3122;2030;82.31;6426;6079;104;138;3012
19.04.2021 23:00 - 20.04.2021 00:00;26653;1887;2811;80.32;5512;6082;105;107;2664
20.04.2021 00:00 - 20.04.2021 01:00;25026;2262;2568;77.08;4290;6083;98;88;2524
20.04.2021 01:00 - 20.04.2021 02:00;23619;2543;2215;73.63;4240;6084;98;87;2263
20.04.2021 02:00 - 20.04.2021 03:00;22824;2639;2133;72.02;3959;6085;97;87;2062
20.04.2021 03:00 - 20.04.2021 04:00;22438;2502;2170;68.99;4103;6085;95;47;1845
20.04.2021 04:00 - 20.04.2021 05:00;22325;3007;2222;68.61;3905;6087;95;16;1784
20.04.2021 05:00 - 20.04.2021 06:00;22825;2554;2229;71.94;4233;6088;97;16;1601
20.04.2021 06:00 - 20.04.2021 07:00;25167;2085;2195;83.16;4835;6087;98;15;1574
20.04.2021 07:00 - 20.04.2021 08:00;28369;3106;2294;89.9;6328;6088;99;44;1566
20.04.2021 08:00 - 20.04.2021 09:00;30297;3086;2202;92.35;6362;6086;103;1143;1264
20.04.2021 09:00 - 20.04.2021 10:00;31463;2835;1918;90;6000;6085;105;3585;758
20.04.2021 10:00 - 20.04.2021 11:00;31791;1665;1868;85;5399;6076;106;6047;624
20.04.2021 11:00 - 20.04.2021 12:00;31695;1214;1904;81.07;4383;6079;104;7740;619
20.04.2021 12:00 - 20.04.2021 13:00;31685;2083;2470;78.27;3504;6080;107;8665;858
20.04.2021 13:00 - 20.04.2021 14:00;31590;2561;2553;72.1;3009;6080;107;8382;1364
20.04.2021 14:00 - 20.04.2021 15:00;30782;2282;2979;68.89;3129;6081;107;7641;1973
20.04.2021 15:00 - 20.04.2021 16:00;29996;1646;3468;66.57;3300;6083;109;6646;2206
20.04.2021 16:00 - 20.04.2021 17:00;29466;1205;3041;66.01;2870;6083;110;5958;2672
20.04.2021 17:00 - 20.04.2021 18:00;29179;416;2417;69.88;3559;6081;110;5423;3084
20.04.2021 18:00 - 20.04.2021 19:00;29039;1526;2482;81.07;3825;6081;107;4638;3372
20.04.2021 19:00 - 20.04.2021 20:00;29547;2796;2614;83.02;4876;6082;109;2913;3352
20.04.2021 20:00 - 20.04.2021 21:00;30901;3787;2558;90.44;6574;6085;110;1141;3063
20.04.2021 21:00 - 20.04.2021 22:00;31964;3602;2620;93.92;6948;6085;111;447;2801
20.04.2021 22:00 - 20.04.2021 23:00;29221;2332;2638;86.91;5758;6084;110;213;2553
20.04.2021 23:00 - 21.04.2021 00:00;26659;2852;2645;75;4084;6086;109;130;2006
21.04.2021 00:00 - 21.04.2021 01:00;25213;2772;3032;81.01;4350;6083;101;91;1680
21.04.2021 01:00 - 21.04.2021 02:00;23893;2519;2990;79.01;3849;6082;101;90;1604
21.04.2021 02:00 - 21.04.2021 03:00;23036;2474;2986;78.07;3650;6078;99;32;1435
21.04.2021 03:00 - 21.04.2021 04:00;22633;2649;3078;78.76;3691;6079;99;16;1157
21.04.2021 04:00 - 21.04.2021 05:00;22584;2681;3343;78.07;3720;6079;99;16;974
21.04.2021 05:00 - 21.04.2021 06:00;23022;2662;2994;73;3834;6081;101;16;849
21.04.2021 06:00 - 21.04.2021 07:00;25201;1456;3001;81.01;5315;6086;100;16;768
21.04.2021 07:00 - 21.04.2021 08:00;28267;3240;3043;87.61;6808;6084;102;43;654
21.04.2021 08:00 - 21.04.2021 09:00;30279;3177;3001;92.62;7633;6084;104;716;526
21.04.2021 09:00 - 21.04.2021 10:00;31348;2267;2774;90;6786;6084;106;1943;448
21.04.2021 10:00 - 21.04.2021 11:00;31466;2505;2752;84.61;5844;6084;86;3002;406
21.04.2021 11:00 - 21.04.2021 12:00;31247;2627;2941;82.49;5091;6085;89;4254;535
21.04.2021 12:00 - 21.04.2021 13:00;31712;2647;2830;78.9;4188;6081;109;5827;744
21.04.2021 13:00 - 21.04.2021 14:00;31469;2668;3223;75;3925;6075;107;6167;860
21.04.2021 14:00 - 21.04.2021 15:00;30652;2575;3847;71.68;4031;6074;108;5939;1276
21.04.2021 15:00 - 21.04.2021 16:00;29688;2760;4113;67.3;4032;6078;111;5355;1649
21.04.2021 16:00 - 21.04.2021 17:00;29132;2823;4271;68.34;4149;6076;107;4410;2032
21.04.2021 17:00 - 21.04.2021 18:00;29067;2985;3782;69.97;4180;6077;108;3150;2578
21.04.2021 18:00 - 21.04.2021 19:00;28843;1019;2841;80;5049;6077;111;2048;2950
21.04.2021 19:00 - 21.04.2021 20:00;29487;2487;2585;85.06;6223;6076;110;993;3356
21.04.2021 20:00 - 21.04.2021 21:00;30959;3355;2822;86.99;6766;6076;107;210;3307
21.04.2021 21:00 - 21.04.2021 22:00;31984;4443;2862;86.35;6740;6078;109;81;3324
21.04.2021 22:00 - 21.04.2021 23:00;29344;3147;2735;81.56;5672;6080;111;78;3686
21.04.2021 23:00 - 22.04.2021 00:00;26748;2662;2934;72.9;4756;6080;110;78;3875
22.04.2021 00:00 - 22.04.2021 01:00;25322;2931;2901;73.31;4067;6080;100;52;3720
22.04.2021 01:00 - 22.04.2021 02:00;23775;2818;2926;69.07;3575;6081;97;32;3545
22.04.2021 02:00 - 22.04.2021 03:00;22925;2475;3025;68.07;3688;6079;95;17;3324
22.04.2021 03:00 - 22.04.2021 04:00;22426;2499;3209;69;3471;6079;97;17;3400
22.04.2021 04:00 - 22.04.2021 05:00;22361;2571;3246;67.26;3546;6081;98;16;3511
22.04.2021 05:00 - 22.04.2021 06:00;22928;2996;3215;67.26;3703;6083;98;17;3182
22.04.2021 06:00 - 22.04.2021 07:00;25385;1381;2128;74;4993;6086;98;16;2867
22.04.2021 07:00 - 22.04.2021 08:00;28341;2431;2043;82.57;6192;6087;96;29;2671
22.04.2021 08:00 - 22.04.2021 09:00;30488;2276;1958;85;7172;6086;106;494;2697
22.04.2021 09:00 - 22.04.2021 10:00;31675;2193;2122;83.09;6508;6085;107;1769;2518
22.04.2021 10:00 - 22.04.2021 11:00;32151;2876;2267;80.18;5387;6086;103;3375;2363
22.04.2021 11:00 - 22.04.2021 12:00;32219;2891;2210;75.97;4861;6086;103;4943;2490
22.04.2021 12:00 - 22.04.2021 13:00;32410;2952;1968;72.07;4242;6086;103;5901;2446
22.04.2021 13:00 - 22.04.2021 14:00;32378;2941;2400;71.05;4810;6086;103;6382;2180
22.04.2021 14:00 - 22.04.2021 15:00;31324;2864;2544;67.26;4277;6088;104;6741;2213
22.04.2021 15:00 - 22.04.2021 16:00;30134;2712;3139;65.16;3518;6088;102;6882;2406
22.04.2021 16:00 - 22.04.2021 17:00;29620;2709;3178;66.01;2784;6086;102;7119;2846
22.04.2021 17:00 - 22.04.2021 18:00;29156;2713;3122;66.36;2988;6085;102;6617;2789
22.04.2021 18:00 - 22.04.2021 19:00;28785;1687;2773;69.65;4000;6084;104;5318;2379
22.04.2021 19:00 - 22.04.2021 20:00;29200;2073;0;79.6;4728;6083;106;3369;1981
22.04.2021 20:00 - 22.04.2021 21:00;30406;3235;0;84.42;6278;6084;107;1254;1741
22.04.2021 21:00 - 22.04.2021 22:00;31662;4135;0;85.93;6843;6085;106;601;2026
22.04.2021 22:00 - 22.04.2021 23:00;29216;3164;0;83.03;5964;6085;106;481;2369
22.04.2021 23:00 - 23.04.2021 00:00;26560;2854;0;80.62;4702;6086;104;318;2710
23.04.2021 00:00 - 23.04.2021 01:00;24917;3091;0;82.23;4902;6084;94;232;2999
23.04.2021 01:00 - 23.04.2021 02:00;23386;2660;220;80.62;4523;6082;96;192;3468
23.04.2021 02:00 - 23.04.2021 03:00;22614;2671;0;70.07;3453;6080;96;116;4133
23.04.2021 03:00 - 23.04.2021 04:00;22222;2745;0;66.57;2712;6081;96;73;4813
23.04.2021 04:00 - 23.04.2021 05:00;22010;2900;0;59.72;2893;6084;97;16;5416
23.04.2021 05:00 - 23.04.2021 06:00;22452;1988;0;67;2521;6085;96;15;6002
23.04.2021 06:00 - 23.04.2021 07:00;24726;1719;0;77;3586;6085;95;14;6394
23.04.2021 07:00 - 23.04.2021 08:00;27393;2747;958;83.73;4435;6087;96;103;6744
23.04.2021 08:00 - 23.04.2021 09:00;29406;2719;106;83.16;4848;6088;102;1190;6712
23.04.2021 09:00 - 23.04.2021 10:00;30155;1300;0;78.01;4181;6083;105;2769;6779
23.04.2021 10:00 - 23.04.2021 11:00;30465;2482;0;68.56;3254;6000;105;4252;7420
23.04.2021 11:00 - 23.04.2021 12:00;30579;2040;290;65.16;2547;5788;105;5664;8008
23.04.2021 12:00 - 23.04.2021 13:00;30766;1945;774;60;2988;5554;105;6876;9025
23.04.2021 13:00 - 23.04.2021 14:00;30693;3031;1675;54.6;3975;5325;106;7867;9518
23.04.2021 14:00 - 23.04.2021 15:00;29686;2761;3399;54.22;4093;5167;105;8007;9241
23.04.2021 15:00 - 23.04.2021 16:00;28727;2466;4415;52.03;4191;5076;108;7654;9294
23.04.2021 16:00 - 23.04.2021 17:00;28027;2772;4479;51.24;4193;5069;108;6944;9570
23.04.2021 17:00 - 23.04.2021 18:00;27486;2282;3967;53.45;4183;5075;112;5404;10719
23.04.2021 18:00 - 23.04.2021 19:00;27314;0;2823;64;2879;5073;109;3777;10783
23.04.2021 19:00 - 23.04.2021 20:00;27417;280;623;78.02;3362;5072;112;2156;10710
23.04.2021 20:00 - 23.04.2021 21:00;28364;253;0;81.02;4555;5074;112;677;10127
23.04.2021 21:00 - 23.04.2021 22:00;29862;2886;369;78.33;4235;5074;110;81;10286
23.04.2021 22:00 - 23.04.2021 23:00;28052;1951;926;70.9;3667;5074;110;17;10661
23.04.2021 23:00 - 24.04.2021 00:00;25834;1920;2566;65.69;2890;5076;109;3;10682
24.04.2021 00:00 - 24.04.2021 01:00;24332;444;3017;68.51;2397;5076;100;4;10638
24.04.2021 01:00 - 24.04.2021 02:00;22848;1260;4364;64.5;2058;5077;98;4;10891
24.04.2021 02:00 - 24.04.2021 03:00;21918;619;4261;61.4;2945;5077;97;4;10826
24.04.2021 03:00 - 24.04.2021 04:00;21231;2164;4916;56.86;3439;5078;98;4;10781
24.04.2021 04:00 - 24.04.2021 05:00;21024;1988;5102;54.89;3715;5076;99;4;10434
24.04.2021 05:00 - 24.04.2021 06:00;21009;1686;4871;54.55;3400;5077;98;4;10054
24.04.2021 06:00 - 24.04.2021 07:00;21466;590;3212;57.95;3153;5076;98;3;9921
24.04.2021 07:00 - 24.04.2021 08:00;22066;761;2745;57.51;3087;5076;99;60;9368
24.04.2021 08:00 - 24.04.2021 09:00;23353;1522;2624;55.75;2883;5076;97;1043;8958
24.04.2021 09:00 - 24.04.2021 10:00;25778;3037;3086;54.68;3146;5076;101;2913;8567
24.04.2021 10:00 - 24.04.2021 11:00;27203;3067;3270;54.55;2770;5068;104;4419;8739
24.04.2021 11:00 - 24.04.2021 12:00;27625;3005;3775;52.03;2697;5074;102;5482;8925
24.04.2021 12:00 - 24.04.2021 13:00;27685;2862;3951;50.4;3125;5073;103;5300;9558
24.04.2021 13:00 - 24.04.2021 14:00;27967;2755;4012;50.4;2599;5073;103;4985;9923
24.04.2021 14:00 - 24.04.2021 15:00;27212;2651;4150;49.51;2620;5072;103;4755;9808
24.04.2021 15:00 - 24.04.2021 16:00;25823;2664;4629;40;2776;5072;100;3761;9367
24.04.2021 16:00 - 24.04.2021 17:00;24847;2593;4465;32.07;2327;5071;102;3159;8781
24.04.2021 17:00 - 24.04.2021 18:00;24247;2564;4423;46.71;3198;5071;101;2692;8333
24.04.2021 18:00 - 24.04.2021 19:00;24248;2877;4655;55.2;2846;5070;101;2463;8883
24.04.2021 19:00 - 24.04.2021 20:00;24557;1846;3923;67.65;3552;5072;101;1456;8778
24.04.2021 20:00 - 24.04.2021 21:00;25748;2906;2328;73.43;4554;5073;101;372;8235
24.04.2021 21:00 - 24.04.2021 22:00;27656;2942;896;77;5919;5076;100;8;7909
24.04.2021 22:00 - 24.04.2021 23:00;26277;2863;2500;73.57;4554;5115;101;3;7899
24.04.2021 23:00 - 25.04.2021 00:00;24414;2922;3262;66.36;3824;5141;102;3;7257
25.04.2021 00:00 - 25.04.2021 01:00;22682;2618;3632;68.07;2973;5147;96;4;6621
25.04.2021 01:00 - 25.04.2021 02:00;21180;2586;3840;65.16;2424;5151;92;4;5296
25.04.2021 02:00 - 25.04.2021 03:00;20183;2573;3936;61.07;2495;5171;95;4;4869
25.04.2021 03:00 - 25.04.2021 04:00;19729;2508;2765;61.07;2634;5173;94;4;4980
25.04.2021 04:00 - 25.04.2021 05:00;19581;2538;3403;57.75;2708;5173;93;3;5332
25.04.2021 05:00 - 25.04.2021 06:00;19579;2494;3167;56.01;2607;5173;90;4;6019
25.04.2021 06:00 - 25.04.2021 07:00;19725;2557;3811;56.01;2464;5175;94;3;6161
25.04.2021 07:00 - 25.04.2021 08:00;19786;2548;3555;54.89;2516;5183;95;27;6490
25.04.2021 08:00 - 25.04.2021 09:00;20669;2601;2044;54.55;3141;5212;98;445;6736
25.04.2021 09:00 - 25.04.2021 10:00;22896;2618;1666;55.2;3141;5240;98;1358;7095
25.04.2021 10:00 - 25.04.2021 11:00;24853;2659;1168;55.2;2657;5243;96;2244;6880
25.04.2021 11:00 - 25.04.2021 12:00;25834;2470;1481;54.7;3020;5243;94;3542;7072
25.04.2021 12:00 - 25.04.2021 13:00;26265;2559;2149;54.55;3084;5241;93;4557;7285
25.04.2021 13:00 - 25.04.2021 14:00;26609;2620;2234;54.55;3104;5245;94;5019;7176
25.04.2021 14:00 - 25.04.2021 15:00;26117;2539;2796;53.52;3217;5272;96;5092;7091
25.04.2021 15:00 - 25.04.2021 16:00;24448;2386;3481;50;3074;5300;96;5039;6614
25.04.2021 16:00 - 25.04.2021 17:00;23509;2253;3724;50;2722;5330;96;4556;6285
25.04.2021 17:00 - 25.04.2021 18:00;23098;2258;4058;50.4;3563;5359;98;3676;5572
25.04.2021 18:00 - 25.04.2021 19:00;23372;2135;4226;54.7;4166;5388;98;2529;5520
25.04.2021 19:00 - 25.04.2021 20:00;24110;2175;1613;65.93;3953;5417;97;1407;5396
25.04.2021 20:00 - 25.04.2021 21:00;26038;2827;1784;76.33;5772;5447;97;411;4644
25.04.2021 21:00 - 25.04.2021 22:00;27844;2814;391;88.09;6852;5473;95;113;4076
25.04.2021 22:00 - 25.04.2021 23:00;26633;2752;2339;86.58;6417;5477;92;90;4363
25.04.2021 23:00 - 26.04.2021 00:00;24733;2768;3598;81.79;5555;5478;92;47;4537
26.04.2021 00:00 - 26.04.2021 01:00;22852;2848;3306;78;4049;5478;89;42;4293
26.04.2021 01:00 - 26.04.2021 02:00;21636;2863;3905;74.75;3504;5480;89;18;4253
26.04.2021 02:00 - 26.04.2021 03:00;20793;2846;4168;71.75;3374;5480;89;15;3825
26.04.2021 03:00 - 26.04.2021 04:00;20402;2693;4178;72.5;3542;5479;89;15;3236
26.04.2021 04:00 - 26.04.2021 05:00;20600;2592;4010;69.66;3542;5486;91;15;2882
26.04.2021 05:00 - 26.04.2021 06:00;21285;2613;3394;75;4403;5498;92;15;2350
26.04.2021 06:00 - 26.04.2021 07:00;23915;2634;2078;78.75;4982;5498;93;15;2207
26.04.2021 07:00 - 26.04.2021 08:00;26966;3312;1992;81.96;6107;5497;93;42;1782
26.04.2021 08:00 - 26.04.2021 09:00;29318;4505;1384;83.85;6284;5496;92;725;1635
26.04.2021 09:00 - 26.04.2021 10:00;30631;4324;452;82.29;6300;5481;92;1977;1413
26.04.2021 10:00 - 26.04.2021 11:00;31303;4003;0;80;6165;5474;95;3052;1248
26.04.2021 11:00 - 26.04.2021 12:00;31511;3300;0;78.23;6399;5478;98;4048;1310
26.04.2021 12:00 - 26.04.2021 13:00;31912;3227;0;76.71;5535;5482;100;5060;1717
26.04.2021 13:00 - 26.04.2021 14:00;31684;3718;0;74.75;4448;5498;97;5494;1934
26.04.2021 14:00 - 26.04.2021 15:00;30832;3389;660;71.54;4112;5526;100;5662;2335
26.04.2021 15:00 - 26.04.2021 16:00;29689;3394;1059;67.26;3280;5555;100;5846;2418
26.04.2021 16:00 - 26.04.2021 17:00;29215;3430;1429;66.36;3163;5583;102;5223;2546
26.04.2021 17:00 - 26.04.2021 18:00;28948;3155;2256;68.75;4233;5610;101;3740;2520
26.04.2021 18:00 - 26.04.2021 19:00;28631;3300;2271;69.56;4602;5640;103;2787;2519
26.04.2021 19:00 - 26.04.2021 20:00;29113;2488;0;79.41;6001;5669;106;1755;1988
26.04.2021 20:00 - 26.04.2021 21:00;30234;5136;0;82.29;6446;5698;106;453;1808
26.04.2021 21:00 - 26.04.2021 22:00;31229;6104;0;86.01;6898;5726;103;71;1607
26.04.2021 22:00 - 26.04.2021 23:00;28865;4773;0;78.81;6326;5743;103;39;1475
26.04.2021 23:00 - 27.04.2021 00:00;26308;4353;59;75.53;4522;5758;102;39;1523
27.04.2021 00:00 - 27.04.2021 01:00;24579;3902;2258;82.54;4383;5756;97;39;1682
27.04.2021 01:00 - 27.04.2021 02:00;23167;3527;2440;79.94;3912;5760;96;39;1960
27.04.2021 02:00 - 27.04.2021 03:00;22327;2895;2433;79.01;4147;5762;97;39;2107
27.04.2021 03:00 - 27.04.2021 04:00;22021;2977;2648;78.06;4313;5762;98;39;2156
27.04.2021 04:00 - 27.04.2021 05:00;21984;3173;3070;75.96;4244;5762;99;39;2124
27.04.2021 05:00 - 27.04.2021 06:00;22557;3303;2574;76.12;4221;5769;101;39;2038
27.04.2021 06:00 - 27.04.2021 07:00;24732;3692;2445;79.91;4099;5798;101;16;2026
27.04.2021 07:00 - 27.04.2021 08:00;27613;3406;2455;82.94;5379;5827;97;67;1828
27.04.2021 08:00 - 27.04.2021 09:00;30185;3269;2477;85.32;6691;5855;102;1098;1415
27.04.2021 09:00 - 27.04.2021 10:00;31247;3539;2291;81.59;6316;5886;102;2681;1278
27.04.2021 10:00 - 27.04.2021 11:00;31698;2954;2323;80.54;5261;5914;102;4066;1251
27.04.2021 11:00 - 27.04.2021 12:00;31885;2241;2288;80.18;5109;5923;101;5148;1157
27.04.2021 12:00 - 27.04.2021 13:00;32096;2884;2391;79.91;4455;5922;100;5733;1200
27.04.2021 13:00 - 27.04.2021 14:00;31652;3243;2685;78.86;3795;5920;99;6054;1277
27.04.2021 14:00 - 27.04.2021 15:00;30648;3230;3606;75.75;3426;5918;101;5888;1699
27.04.2021 15:00 - 27.04.2021 16:00;29680;3169;4643;68.01;3140;5907;102;5764;2304
27.04.2021 16:00 - 27.04.2021 17:00;29087;2970;4290;66.36;3099;5819;102;5037;2994
27.04.2021 17:00 - 27.04.2021 18:00;28767;1484;3515;66.36;3955;5723;101;3757;3456
27.04.2021 18:00 - 27.04.2021 19:00;28672;478;2829;74.09;4407;5718;101;2699;3730
27.04.2021 19:00 - 27.04.2021 20:00;29383;1947;2561;80.35;5966;5722;101;1421;3790
27.04.2021 20:00 - 27.04.2021 21:00;30470;2772;2012;80.87;6049;5727;103;458;3664
27.04.2021 21:00 - 27.04.2021 22:00;31283;3620;1659;83.99;6587;5731;103;133;3657
27.04.2021 22:00 - 27.04.2021 23:00;28919;3455;2521;80;5474;5729;99;116;3562
27.04.2021 23:00 - 28.04.2021 00:00;26316;3083;2673;74.22;3813;5730;100;109;3437
28.04.2021 00:00 - 28.04.2021 01:00;24744;2860;2487;76.75;4314;5728;96;72;3331
28.04.2021 01:00 - 28.04.2021 02:00;23248;2847;2803;73.96;4276;5730;95;41;3166
